order_id,date,region,product,category,customer_id,customer_segment,channel,quantity,unit_price,discount_pct,revenue,cost,profit
10036,2026-02-28,North,Product C,Accessory,CUST1036,Champions,Online,1,300,0,300.0,180.0,120.0
10037,2026-02-28,North,Product D,Accessory,CUST1346,Lost,Online,3,1200,15,3060.0,2160.0,900.0
10038,2026-02-28,South,Product B,Core,CUST1109,Lost,Online,2,750,0,1500.0,900.0,600.0
10039,2026-02-28,East,Product C,Accessory,CUST1113,New,Retail Store,1,300,0,300.0,180.0,120.0
10040,2026-02-28,West,Product A,Core,CUST1371,Loyal,Retail Store,3,500,0,1500.0,900.0,600.0
10041,2026-02-28,East,Product C,Accessory,CUST1457,New,Retail Store,3,300,20,720.0,540.0,180.0
10042,2026-02-28,South,Product B,Core,CUST1565,At Risk,Retail Store,1,750,5,712.5,450.0,262.5
10043,2026-02-28,North,Product D,Accessory,CUST1394,Champions,Retail Store,2,1200,20,1920.0,1440.0,480.0
10044,2026-02-28,North,Product A,Core,CUST1551,Loyal,Partner,4,500,5,1900.0,1200.0,700.0
10045,2026-02-28,East,Product D,Accessory,CUST1387,Lost,Online,2,1200,10,2160.0,1440.0,720.0
10046,2026-02-28,East,Product C,Accessory,CUST1569,New,Online,3,300,15,765.0,540.0,225.0
10047,2026-02-28,West,Product C,Accessory,CUST1301,Champions,Online,1,300,10,270.0,180.0,90.0
10048,2026-02-28,North,Product D,Accessory,CUST1592,Loyal,Retail Store,2,1200,0,2400.0,1440.0,960.0
10049,2026-02-28,South,Product B,Core,CUST1342,At Risk,Online,3,750,15,1912.5,1350.0,562.5
10050,2026-02-28,South,Product A,Core,CUST1202,New,Online,2,500,0,1000.0,600.0,400.0
10051,2026-02-28,North,Product C,Accessory,CUST1028,Loyal,Partner,2,300,0,600.0,360.0,240.0
10052,2026-02-28,East,Product D,Accessory,CUST1206,Champions,Online,2,1200,0,2400.0,1440.0,960.0
10053,2026-02-28,South,Product B,Core,CUST1272,Champions,Online,2,750,20,1200.0,900.0,300.0
10054,2026-02-28,East,Product B,Core,CUST1530,At Risk,Online,1,750,10,675.0,450.0,225.0
10055,2026-02-28,West,Product D,Accessory,CUST1063,At Risk,Partner,4,1200,20,3840.0,2880.0,960.0
10056,2026-02-28,North,Product A,Core,CUST1564,At Risk,Retail Store,2,500,10,900.0,600.0,300.0
10057,2026-02-28,East,Product B,Core,CUST1312,Loyal,Online,1,750,15,637.5,450.0,187.5
10058,2026-03-01,North,Product B,Core,CUST1501,Lost,Retail Store,2,750,15,1275.0,900.0,375.0
10059,2026-03-01,North,Product D,Accessory,CUST1436,Champions,Online,1,1200,0,1200.0,720.0,480.0
10060,2026-03-01,South,Product B,Core,CUST1111,Loyal,Retail Store,1,750,15,637.5,450.0,187.5
10061,2026-03-01,South,Product B,Core,CUST1431,At Risk,Online,1,750,15,637.5,450.0,187.5
10062,2026-03-01,West,Product C,Accessory,CUST1197,Lost,Online,3,300,5,855.0,540.0,315.0
10063,2026-03-01,South,Product B,Core,CUST1216,Champions,Online,1,750,5,712.5,450.0,262.5
10064,2026-03-01,West,Product A,Core,CUST1223,Lost,Online,3,500,0,1500.0,900.0,600.0
10065,2026-03-01,North,Product A,Core,CUST1094,Loyal,Online,4,500,5,1900.0,1200.0,700.0
10066,2026-03-01,South,Product B,Core,CUST1396,At Risk,Partner,1,750,10,675.0,450.0,225.0
10067,2026-03-01,South,Product A,Core,CUST1497,At Risk,Online,4,500,0,2000.0,1200.0,800.0
10068,2026-03-01,South,Product C,Accessory,CUST1394,Champions,Retail Store,3,300,10,810.0,540.0,270.0
10069,2026-03-01,North,Product D,Accessory,CUST1318,Loyal,Retail Store,2,1200,20,1920.0,1440.0,480.0
10070,2026-03-01,North,Product A,Core,CUST1238,Champions,Online,2,500,5,950.0,600.0,350.0
10071,2026-03-01,South,Product D,Accessory,CUST1388,Champions,Retail Store,2,1200,5,2280.0,1440.0,840.0
10072,2026-03-01,East,Product B,Core,CUST1043,Loyal,Partner,2,750,0,1500.0,900.0,600.0
10073,2026-03-01,East,Product C,Accessory,CUST1350,At Risk,Online,1,300,15,255.0,180.0,75.0
10074,2026-03-01,East,Product D,Accessory,CUST1271,Loyal,Retail Store,3,1200,0,3600.0,2160.0,1440.0
10075,2026-03-01,West,Product B,Core,CUST1440,Lost,Online,3,750,10,2025.0,1350.0,675.0
10076,2026-03-01,South,Product D,Accessory,CUST1198,Loyal,Retail Store,2,1200,0,2400.0,1440.0,960.0
10077,2026-03-01,South,Product B,Core,CUST1155,At Risk,Online,1,750,10,675.0,450.0,225.0
10078,2026-03-01,East,Product A,Core,CUST1532,Loyal,Online,2,500,10,900.0,600.0,300.0
10079,2026-03-01,West,Product A,Core,CUST1547,Champions,Online,3,500,0,1500.0,900.0,600.0
10080,2026-03-01,North,Product A,Core,CUST1168,Loyal,Partner,3,500,5,1425.0,900.0,525.0
10081,2026-03-01,East,Product D,Accessory,CUST1349,Champions,Online,3,1200,5,3420.0,2160.0,1260.0
10082,2026-03-01,South,Product D,Accessory,CUST1311,New,Retail Store,2,1200,0,2400.0,1440.0,960.0
10083,2026-03-01,South,Product D,Accessory,CUST1577,New,Online,3,1200,15,3060.0,2160.0,900.0
10084,2026-03-01,West,Product A,Core,CUST1513,Loyal,Online,3,500,5,1425.0,900.0,525.0
10085,2026-03-01,South,Product A,Core,CUST1241,At Risk,Partner,4,500,10,1800.0,1200.0,600.0
10086,2026-03-01,West,Product C,Accessory,CUST1598,Lost,Retail Store,4,300,5,1140.0,720.0,420.0
10087,2026-03-01,South,Product A,Core,CUST1363,Champions,Online,3,500,0,1500.0,900.0,600.0
10088,2026-03-01,East,Product B,Core,CUST1171,New,Retail Store,1,750,0,750.0,450.0,300.0
10089,2026-03-01,North,Product A,Core,CUST1272,Champions,Retail Store,4,500,10,1800.0,1200.0,600.0
10090,2026-03-01,North,Product B,Core,CUST1270,Champions,Online,4,750,5,2850.0,1800.0,1050.0
10091,2026-03-01,West,Product D,Accessory,CUST1379,At Risk,Online,1,1200,10,1080.0,720.0,360.0
10092,2026-03-01,North,Product D,Accessory,CUST1134,New,Online,3,1200,0,3600.0,2160.0,1440.0
10093,2026-03-01,South,Product B,Core,CUST1146,Loyal,Retail Store,3,750,20,1800.0,1350.0,450.0
10094,2026-03-01,West,Product B,Core,CUST1063,At Risk,Retail Store,1,750,0,750.0,450.0,300.0
10095,2026-03-01,South,Product B,Core,CUST1125,New,Retail Store,1,750,10,675.0,450.0,225.0
10096,2026-03-01,West,Product C,Accessory,CUST1561,Loyal,Online,2,300,10,540.0,360.0,180.0
10097,2026-03-01,West,Product B,Core,CUST1133,Loyal,Online,4,750,0,3000.0,1800.0,1200.0
10098,2026-03-01,North,Product B,Core,CUST1168,Loyal,Online,1,750,10,675.0,450.0,225.0
10099,2026-03-01,North,Product C,Accessory,CUST1448,Champions,Online,4,300,15,1020.0,720.0,300.0
10100,2026-03-01,West,Product B,Core,CUST1272,Champions,Online,4,750,10,2700.0,1800.0,900.0
10101,2026-03-01,North,Product C,Accessory,CUST1120,New,Retail Store,3,300,0,900.0,540.0,360.0
10102,2026-03-01,North,Product A,Core,CUST1389,Lost,Online,4,500,0,2000.0,1200.0,800.0
10103,2026-03-01,North,Product C,Accessory,CUST1036,Champions,Partner,2,300,10,540.0,360.0,180.0
10104,2026-03-01,South,Product B,Core,CUST1110,New,Partner,4,750,0,3000.0,1800.0,1200.0
10105,2026-03-02,North,Product C,Accessory,CUST1003,At Risk,Retail Store,3,300,10,810.0,540.0,270.0
10106,2026-03-02,North,Product A,Core,CUST1558,New,Online,3,500,5,1425.0,900.0,525.0
10107,2026-03-02,East,Product C,Accessory,CUST1209,New,Online,3,300,0,900.0,540.0,360.0
10108,2026-03-02,South,Product A,Core,CUST1270,Champions,Retail Store,3,500,0,1500.0,900.0,600.0
10109,2026-03-02,North,Product A,Core,CUST1358,New,Retail Store,4,500,15,1700.0,1200.0,500.0
10110,2026-03-02,South,Product B,Core,CUST1504,New,Online,4,750,5,2850.0,1800.0,1050.0
10111,2026-03-02,North,Product C,Accessory,CUST1016,New,Online,1,300,5,285.0,180.0,105.0
10112,2026-03-02,North,Product A,Core,CUST1390,At Risk,Online,4,500,0,2000.0,1200.0,800.0
10113,2026-03-02,South,Product A,Core,CUST1557,New,Online,3,500,15,1275.0,900.0,375.0
10114,2026-03-02,West,Product A,Core,CUST1451,Lost,Online,1,500,5,475.0,300.0,175.0
10115,2026-03-02,North,Product D,Accessory,CUST1577,New,Retail Store,4,1200,20,3840.0,2880.0,960.0
10116,2026-03-02,North,Product B,Core,CUST1037,New,Partner,2,750,0,1500.0,900.0,600.0
10117,2026-03-02,West,Product B,Core,CUST1318,Loyal,Partner,2,750,0,1500.0,900.0,600.0
10118,2026-03-02,East,Product A,Core,CUST1392,New,Online,2,500,0,1000.0,600.0,400.0
10119,2026-03-02,West,Product B,Core,CUST1346,Lost,Online,2,750,5,1425.0,900.0,525.0
10120,2026-03-02,West,Product D,Accessory,CUST1438,At Risk,Online,2,1200,5,2280.0,1440.0,840.0
10121,2026-03-02,East,Product B,Core,CUST1174,Loyal,Retail Store,3,750,0,2250.0,1350.0,900.0
10122,2026-03-02,South,Product A,Core,CUST1183,Loyal,Retail Store,1,500,0,500.0,300.0,200.0
10123,2026-03-02,North,Product B,Core,CUST1454,Champions,Online,4,750,5,2850.0,1800.0,1050.0
10124,2026-03-02,East,Product A,Core,CUST1393,At Risk,Online,4,500,15,1700.0,1200.0,500.0
10125,2026-03-02,East,Product A,Core,CUST1369,Lost,Retail Store,1,500,5,475.0,300.0,175.0
10126,2026-03-02,North,Product C,Accessory,CUST1090,Loyal,Online,4,300,0,1200.0,720.0,480.0
10127,2026-03-02,East,Product A,Core,CUST1528,At Risk,Online,4,500,5,1900.0,1200.0,700.0
10128,2026-03-02,North,Product A,Core,CUST1260,Champions,Online,4,500,20,1600.0,1200.0,400.0
10129,2026-03-02,West,Product D,Accessory,CUST1510,Champions,Retail Store,1,1200,15,1020.0,720.0,300.0
10130,2026-03-02,South,Product A,Core,CUST1233,New,Online,4,500,5,1900.0,1200.0,700.0
10131,2026-03-02,West,Product B,Core,CUST1546,Loyal,Online,2,750,0,1500.0,900.0,600.0
10132,2026-03-02,East,Product C,Accessory,CUST1041,At Risk,Online,2,300,15,510.0,360.0,150.0
10133,2026-03-02,North,Product B,Core,CUST1303,New,Retail Store,2,750,0,1500.0,900.0,600.0
10134,2026-03-02,East,Product A,Core,CUST1348,New,Online,2,500,0,1000.0,600.0,400.0
10135,2026-03-02,North,Product A,Core,CUST1295,Lost,Online,2,500,5,950.0,600.0,350.0
10136,2026-03-02,West,Product D,Accessory,CUST1147,New,Retail Store,1,1200,15,1020.0,720.0,300.0
10137,2026-03-02,East,Product B,Core,CUST1080,At Risk,Online,2,750,20,1200.0,900.0,300.0
10138,2026-03-02,West,Product A,Core,CUST1122,Champions,Online,3,500,15,1275.0,900.0,375.0
10139,2026-03-02,North,Product D,Accessory,CUST1457,New,Online,4,1200,10,4320.0,2880.0,1440.0
10140,2026-03-02,North,Product B,Core,CUST1041,At Risk,Retail Store,4,750,0,3000.0,1800.0,1200.0
10141,2026-03-02,West,Product A,Core,CUST1474,Loyal,Online,1,500,20,400.0,300.0,100.0
10142,2026-03-02,North,Product D,Accessory,CUST1076,Loyal,Retail Store,3,1200,10,3240.0,2160.0,1080.0
10143,2026-03-02,West,Product A,Core,CUST1553,Lost,Online,4,500,5,1900.0,1200.0,700.0
10144,2026-03-03,South,Product B,Core,CUST1167,At Risk,Online,2,750,0,1500.0,900.0,600.0
10145,2026-03-03,East,Product B,Core,CUST1116,At Risk,Retail Store,4,750,0,3000.0,1800.0,1200.0
10146,2026-03-03,North,Product D,Accessory,CUST1490,At Risk,Online,1,1200,20,960.0,720.0,240.0
10147,2026-03-03,North,Product A,Core,CUST1213,At Risk,Online,1,500,5,475.0,300.0,175.0
10148,2026-03-03,West,Product B,Core,CUST1396,At Risk,Online,3,750,5,2137.5,1350.0,787.5
10149,2026-03-03,West,Product D,Accessory,CUST1076,Loyal,Online,2,1200,0,2400.0,1440.0,960.0
10150,2026-03-03,South,Product D,Accessory,CUST1509,Champions,Retail Store,2,1200,5,2280.0,1440.0,840.0
10151,2026-03-03,North,Product A,Core,CUST1111,Loyal,Retail Store,3,500,0,1500.0,900.0,600.0
10152,2026-03-03,East,Product A,Core,CUST1429,At Risk,Online,4,500,0,2000.0,1200.0,800.0
10153,2026-03-03,South,Product B,Core,CUST1018,At Risk,Online,3,750,5,2137.5,1350.0,787.5
10154,2026-03-03,South,Product B,Core,CUST1583,Loyal,Retail Store,1,750,5,712.5,450.0,262.5
10155,2026-03-03,North,Product D,Accessory,CUST1010,Loyal,Retail Store,2,1200,0,2400.0,1440.0,960.0
10156,2026-03-03,West,Product B,Core,CUST1448,Champions,Online,4,750,15,2550.0,1800.0,750.0
10157,2026-03-03,East,Product A,Core,CUST1260,Champions,Retail Store,3,500,20,1200.0,900.0,300.0
10158,2026-03-03,South,Product B,Core,CUST1377,New,Online,4,750,5,2850.0,1800.0,1050.0
10159,2026-03-03,North,Product C,Accessory,CUST1209,New,Online,1,300,10,270.0,180.0,90.0
10160,2026-03-03,West,Product A,Core,CUST1337,At Risk,Partner,1,500,0,500.0,300.0,200.0
10161,2026-03-03,North,Product A,Core,CUST1196,New,Retail Store,3,500,10,1350.0,900.0,450.0
10162,2026-03-03,North,Product B,Core,CUST1472,Champions,Online,2,750,0,1500.0,900.0,600.0
10163,2026-03-03,East,Product C,Accessory,CUST1089,New,Online,1,300,10,270.0,180.0,90.0
10164,2026-03-03,East,Product C,Accessory,CUST1123,New,Retail Store,2,300,0,600.0,360.0,240.0
10165,2026-03-03,South,Product A,Core,CUST1138,At Risk,Online,2,500,0,1000.0,600.0,400.0
10166,2026-03-03,East,Product A,Core,CUST1110,New,Online,2,500,5,950.0,600.0,350.0
10167,2026-03-03,South,Product B,Core,CUST1540,Lost,Retail Store,1,750,5,712.5,450.0,262.5
10168,2026-03-03,East,Product D,Accessory,CUST1374,Loyal,Retail Store,4,1200,15,4080.0,2880.0,1200.0
10169,2026-03-03,West,Product C,Accessory,CUST1215,At Risk,Online,2,300,0,600.0,360.0,240.0
10170,2026-03-03,South,Product B,Core,CUST1295,Lost,Retail Store,2,750,10,1350.0,900.0,450.0
10171,2026-03-03,North,Product A,Core,CUST1118,New,Retail Store,4,500,15,1700.0,1200.0,500.0
10172,2026-03-03,West,Product A,Core,CUST1076,Loyal,Online,2,500,5,950.0,600.0,350.0
10173,2026-03-03,West,Product A,Core,CUST1596,At Risk,Online,3,500,0,1500.0,900.0,600.0
10174,2026-03-03,North,Product A,Core,CUST1377,New,Online,4,500,10,1800.0,1200.0,600.0
10175,2026-03-03,North,Product A,Core,CUST1135,Champions,Online,4,500,0,2000.0,1200.0,800.0
10176,2026-03-03,East,Product C,Accessory,CUST1252,New,Online,1,300,20,240.0,180.0,60.0
10177,2026-03-03,North,Product B,Core,CUST1591,New,Online,2,750,0,1500.0,900.0,600.0
10178,2026-03-03,West,Product A,Core,CUST1405,Lost,Retail Store,1,500,20,400.0,300.0,100.0
10179,2026-03-03,North,Product A,Core,CUST1538,Loyal,Retail Store,3,500,0,1500.0,900.0,600.0
10180,2026-03-03,East,Product B,Core,CUST1141,New,Online,1,750,5,712.5,450.0,262.5
10181,2026-03-03,West,Product B,Core,CUST1443,Loyal,Partner,3,750,5,2137.5,1350.0,787.5
10182,2026-03-03,West,Product A,Core,CUST1595,Loyal,Retail Store,3,500,0,1500.0,900.0,600.0
10183,2026-03-03,South,Product A,Core,CUST1104,At Risk,Online,1,500,0,500.0,300.0,200.0
10184,2026-03-03,East,Product D,Accessory,CUST1323,New,Online,4,1200,0,4800.0,2880.0,1920.0
10185,2026-03-03,North,Product A,Core,CUST1014,New,Online,4,500,10,1800.0,1200.0,600.0
10186,2026-03-03,South,Product A,Core,CUST1051,Champions,Retail Store,1,500,10,450.0,300.0,150.0
10187,2026-03-03,North,Product D,Accessory,CUST1368,Loyal,Retail Store,4,1200,0,4800.0,2880.0,1920.0
10188,2026-03-03,West,Product A,Core,CUST1059,Champions,Retail Store,3,500,0,1500.0,900.0,600.0
10189,2026-03-03,East,Product D,Accessory,CUST1063,At Risk,Online,3,1200,15,3060.0,2160.0,900.0
10190,2026-03-03,South,Product C,Accessory,CUST1027,Champions,Retail Store,4,300,0,1200.0,720.0,480.0
10191,2026-03-03,North,Product A,Core,CUST1185,At Risk,Online,3,500,0,1500.0,900.0,600.0
10192,2026-03-03,East,Product D,Accessory,CUST1478,At Risk,Retail Store,1,1200,10,1080.0,720.0,360.0
10193,2026-03-04,East,Product D,Accessory,CUST1004,Champions,Partner,3,1200,20,2880.0,2160.0,720.0
10194,2026-03-04,South,Product B,Core,CUST1395,New,Partner,2,750,5,1425.0,900.0,525.0
10195,2026-03-04,West,Product A,Core,CUST1309,Champions,Online,4,500,20,1600.0,1200.0,400.0
10196,2026-03-04,West,Product A,Core,CUST1149,Champions,Online,4,500,5,1900.0,1200.0,700.0
10197,2026-03-04,East,Product C,Accessory,CUST1568,Loyal,Online,1,300,10,270.0,180.0,90.0
10198,2026-03-04,East,Product B,Core,CUST1284,New,Online,1,750,0,750.0,450.0,300.0
10199,2026-03-04,South,Product D,Accessory,CUST1520,Lost,Retail Store,1,1200,0,1200.0,720.0,480.0
10200,2026-03-04,West,Product C,Accessory,CUST1440,Lost,Online,4,300,5,1140.0,720.0,420.0
10201,2026-03-04,East,Product A,Core,CUST1477,At Risk,Online,1,500,20,400.0,300.0,100.0
10202,2026-03-04,East,Product B,Core,CUST1222,At Risk,Online,3,750,5,2137.5,1350.0,787.5
10203,2026-03-04,East,Product A,Core,CUST1010,Loyal,Retail Store,4,500,0,2000.0,1200.0,800.0
10204,2026-03-04,East,Product A,Core,CUST1157,At Risk,Partner,4,500,15,1700.0,1200.0,500.0
10205,2026-03-04,South,Product A,Core,CUST1174,Loyal,Online,1,500,0,500.0,300.0,200.0
10206,2026-03-04,North,Product D,Accessory,CUST1052,At Risk,Online,1,1200,5,1140.0,720.0,420.0
10207,2026-03-04,East,Product B,Core,CUST1245,Lost,Retail Store,4,750,10,2700.0,1800.0,900.0
10208,2026-03-04,South,Product A,Core,CUST1100,Lost,Online,2,500,10,900.0,600.0,300.0
10209,2026-03-04,North,Product A,Core,CUST1453,Loyal,Retail Store,1,500,10,450.0,300.0,150.0
10210,2026-03-04,West,Product A,Core,CUST1528,At Risk,Online,4,500,0,2000.0,1200.0,800.0
10211,2026-03-04,East,Product D,Accessory,CUST1066,New,Retail Store,2,1200,0,2400.0,1440.0,960.0
10212,2026-03-04,East,Product B,Core,CUST1267,Loyal,Retail Store,3,750,10,2025.0,1350.0,675.0
10213,2026-03-04,East,Product C,Accessory,CUST1365,New,Online,1,300,5,285.0,180.0,105.0
10214,2026-03-04,North,Product A,Core,CUST1198,Loyal,Retail Store,2,500,10,900.0,600.0,300.0
10215,2026-03-04,South,Product C,Accessory,CUST1576,Lost,Online,2,300,5,570.0,360.0,210.0
10216,2026-03-04,West,Product B,Core,CUST1575,New,Retail Store,3,750,0,2250.0,1350.0,900.0
10217,2026-03-04,South,Product B,Core,CUST1308,Loyal,Online,4,750,20,2400.0,1800.0,600.0
10218,2026-03-04,South,Product A,Core,CUST1255,At Risk,Online,1,500,0,500.0,300.0,200.0
10219,2026-03-04,South,Product C,Accessory,CUST1323,New,Online,3,300,5,855.0,540.0,315.0
10220,2026-03-04,North,Product D,Accessory,CUST1580,New,Retail Store,1,1200,5,1140.0,720.0,420.0
10221,2026-03-04,South,Product C,Accessory,CUST1091,At Risk,Partner,1,300,5,285.0,180.0,105.0
10222,2026-03-04,East,Product C,Accessory,CUST1215,At Risk,Online,4,300,0,1200.0,720.0,480.0
10223,2026-03-04,North,Product A,Core,CUST1383,New,Partner,3,500,5,1425.0,900.0,525.0
10224,2026-03-04,East,Product D,Accessory,CUST1241,At Risk,Online,4,1200,5,4560.0,2880.0,1680.0
10225,2026-03-04,West,Product A,Core,CUST1563,At Risk,Partner,2,500,20,800.0,600.0,200.0
10226,2026-03-04,West,Product C,Accessory,CUST1576,Lost,Online,2,300,5,570.0,360.0,210.0
10227,2026-03-04,East,Product B,Core,CUST1345,At Risk,Online,3,750,0,2250.0,1350.0,900.0
10228,2026-03-04,South,Product A,Core,CUST1258,Champions,Retail Store,1,500,5,475.0,300.0,175.0
10229,2026-03-04,North,Product C,Accessory,CUST1590,Lost,Online,3,300,0,900.0,540.0,360.0
10230,2026-03-04,East,Product A,Core,CUST1412,Champions,Online,1,500,5,475.0,300.0,175.0
10231,2026-03-04,North,Product C,Accessory,CUST1061,New,Retail Store,1,300,5,285.0,180.0,105.0
10232,2026-03-04,North,Product C,Accessory,CUST1376,Lost,Online,4,300,15,1020.0,720.0,300.0
10233,2026-03-04,South,Product A,Core,CUST1538,Loyal,Retail Store,1,500,10,450.0,300.0,150.0
10234,2026-03-04,East,Product D,Accessory,CUST1522,Loyal,Online,2,1200,5,2280.0,1440.0,840.0
10235,2026-03-04,South,Product A,Core,CUST1440,Lost,Online,1,500,10,450.0,300.0,150.0
10236,2026-03-04,North,Product B,Core,CUST1326,At Risk,Retail Store,3,750,10,2025.0,1350.0,675.0
10237,2026-03-04,North,Product B,Core,CUST1372,Loyal,Online,3,750,5,2137.5,1350.0,787.5
10238,2026-03-04,South,Product A,Core,CUST1083,Loyal,Partner,4,500,0,2000.0,1200.0,800.0
10239,2026-03-05,West,Product D,Accessory,CUST1305,New,Retail Store,1,1200,20,960.0,720.0,240.0
10240,2026-03-05,West,Product D,Accessory,CUST1114,Loyal,Online,3,1200,10,3240.0,2160.0,1080.0
10241,2026-03-05,East,Product B,Core,CUST1288,New,Retail Store,2,750,10,1350.0,900.0,450.0
10242,2026-03-05,North,Product C,Accessory,CUST1110,New,Online,4,300,0,1200.0,720.0,480.0
10243,2026-03-05,West,Product C,Accessory,CUST1014,New,Online,2,300,0,600.0,360.0,240.0
10244,2026-03-05,South,Product D,Accessory,CUST1312,Loyal,Online,3,1200,15,3060.0,2160.0,900.0
10245,2026-03-05,South,Product D,Accessory,CUST1471,New,Retail Store,1,1200,15,1020.0,720.0,300.0
10246,2026-03-05,North,Product C,Accessory,CUST1386,At Risk,Online,4,300,10,1080.0,720.0,360.0
10247,2026-03-05,South,Product A,Core,CUST1249,New,Retail Store,2,500,0,1000.0,600.0,400.0
10248,2026-03-05,South,Product C,Accessory,CUST1438,At Risk,Retail Store,3,300,5,855.0,540.0,315.0
10249,2026-03-05,West,Product C,Accessory,CUST1113,New,Retail Store,1,300,5,285.0,180.0,105.0
10250,2026-03-05,North,Product A,Core,CUST1112,Loyal,Online,3,500,0,1500.0,900.0,600.0
10251,2026-03-05,South,Product B,Core,CUST1325,At Risk,Online,3,750,5,2137.5,1350.0,787.5
10252,2026-03-05,South,Product C,Accessory,CUST1455,Loyal,Online,1,300,0,300.0,180.0,120.0
10253,2026-03-05,South,Product B,Core,CUST1458,At Risk,Online,4,750,5,2850.0,1800.0,1050.0
10254,2026-03-05,North,Product B,Core,CUST1453,Loyal,Online,2,750,15,1275.0,900.0,375.0
10255,2026-03-05,North,Product B,Core,CUST1148,New,Online,4,750,15,2550.0,1800.0,750.0
10256,2026-03-05,West,Product A,Core,CUST1219,Loyal,Online,2,500,0,1000.0,600.0,400.0
10257,2026-03-05,South,Product D,Accessory,CUST1114,Loyal,Online,1,1200,10,1080.0,720.0,360.0
10258,2026-03-05,South,Product B,Core,CUST1090,Loyal,Online,4,750,0,3000.0,1800.0,1200.0
10259,2026-03-05,West,Product A,Core,CUST1473,Champions,Online,3,500,5,1425.0,900.0,525.0
10260,2026-03-05,West,Product B,Core,CUST1592,Loyal,Online,4,750,15,2550.0,1800.0,750.0
